title,body,tags,score,tags_transformed,title_lemmatized,body_lemmatized
Can I use arbitrary metrics to search KD-Trees?,"I just finished implementing a kd-tree for doing fast nearest neighbor searches. I'm interested in playing around with different distance metrics other than the Euclidean distance. My understanding of the kd-tree is that the speedy kd-tree search is not guaranteed to give exact searches if the metric is non-Euclidean, which means that I might need to implement a new data structure and search algorithm if I want to try out new metrics for my search.
I have two questions:

Does using a kd-tree permanently tie me to the Euclidean distance?
If so, what other sorts of algorithms should I try that work for arbitrary metrics? I don't have a ton of time to implement lots of different data structures, but other structures I'm thinking about include cover trees and vp-trees.

",<algorithm><math><search><data-structures><machine-learning>,11,"algorithm,math,search,data-structures,machine-learning",['can i use arbitrary metrics to search kdtrees'],"['i just finished implementing a kdtree for doing fast nearest neighbor searches', 'im interested in playing around with different distance metrics other than the euclidean distance', 'my understanding of the kdtree is that the speedy kdtree search is not guaranteed to give exact searches if the metric is noneuclidean which means that i might need to implement a new data structure and search algorithm if i want to try out new metrics for my search', 'i have two questions does using a kdtree permanently tie me to the euclidean distance', 'if so what other sorts of algorithms should i try that work for arbitrary metrics', 'i dont have a ton of time to implement lots of different data structures but other structures im thinking about include cover trees and vptrees']"
Best way to remove multiple items matching a predicate from a .NET Dictionary?,"I need to remove multiple items from a Dictionary.
A simple way to do that is as follows :
  List<string> keystoremove= new List<string>();
  foreach (KeyValuePair<string,object> k in MyCollection)
     if (k.Value.Member==foo)
        keystoremove.Add(k.Key);
  foreach (string s in keystoremove)
        MyCollection.Remove(s);

The reason why I can't directly Remove the items in the foreach block is that this would throw an Exception (""Collection was modified..."")
I'd like to do the following :
 MyCollection.RemoveAll(x =>x.Member==foo)

But the Dictionary<> class doesn't expose a RemoveAll(Predicate<> Match) method, like the List<> Class does.
What's the best way (both performance wise and elegant wise) to do that?
",<c#><.net><linq><collections><dictionary>,77,"c#,.net,linq,collections,dictionary",['best way to remove multiple items matching a predicate from a net dictionary'],"['i need to remove multiple items from a dictionary', 'a simple way to do that is as follows liststring keystoremove new liststring foreach keyvaluepairstringobject k in mycollection if kvaluememberfoo keystoremoveaddkkey foreach string s in keystoremove mycollectionremoves the reason why i cant directly remove the items in the foreach block is that this would throw an exception collection was modified id like to do the following mycollectionremoveallx xmemberfoo but the dictionary class doesnt expose a removeallpredicate match method like the list class does', 'whats the best way both performance wise and elegant wise to do that']"
Instruments leaks stopping after app starts,"So I want use Leaks to find the leaks in my app. In Xcode, I go to ""Product"" and then hit ""Profile"". In Instruments I select Leaks and it starts.
My app is starting and Leaks is running. But just as soon as my app is finished starting and I can use it, Leaks stops.
Is there anybody else with the same problem or maybe knows how to fix this?
",<objective-c><xcode><ipad><instruments><memory-leaks>,8,"objective-c,xcode,ipad,instruments,memory-leaks",['instruments leaks stopping after app starts'],"['so i want use leaks to find the leaks in my app', 'in xcode i go to product and then hit profile', 'in instruments i select leaks and it starts', 'my app is starting and leaks is running', 'but just as soon as my app is finished starting and i can use it leaks stops', 'is there anybody else with the same problem or maybe knows how to fix this']"
TortoiseSVN error: Working copy path does not exist in repository,"I've got a file that I tried to commit using TortoiseSVN, but it gave me the error that the working copy path does not exist, and I have to update my working copy first. So I tried a variety of things:

Reverting the file to a previous version
Deleting the file, trying to commit without it, then trying to re-add it
Deleting the entire folder in my working directory and and re-updating it
Doing a clean-up
Resolving any conflicts
Using the Repo browser to manually add the file to the repository, then trying to re-update, then re-deleting it through the Repo browser

And after all this, I still get the same error. I can't even do a fresh check-out because of the error:
""Working copy path 'path/to/file' does not exist in repository.""
I'm completely out of ideas at this point. Help!
",<svn><repository><tortoisesvn><commit><working-copy>,6,"svn,repository,tortoisesvn,commit,working-copy",['tortoisesvn error working copy path does not exist in repository'],"['ive got a file that i tried to commit using tortoisesvn but it gave me the error that the working copy path does not exist and i have to update my working copy first', 'so i tried a variety of things reverting the file to a previous version deleting the file trying to commit without it then trying to readd it deleting the entire folder in my working directory and and reupdating it doing a cleanup resolving any conflicts using the repo browser to manually add the file to the repository then trying to reupdate then redeleting it through the repo browser and after all this i still get the same error', 'i cant even do a fresh checkout because of the error working copy path pathtofile does not exist in repository', 'im completely out of ideas at this point', 'help']"
"How to decode url to path in python, django","Hi I need to convert url to path, what i got is this url as bellow: 
url = u'/static/media/uploads/gallery/Marrakech%2C%20Morocco_be3Ij2N.jpg'

and what to be looked something like this:
path = u'/static/media/uploads/gallery/Marrakech, Morocco_be3Ij2N.jpg'

thx.
",<python><django><python-2.7><url><path>,27,"python,django,python-2.7,url,path",['how to decode url to path in python django'],['hi i need to convert url to path what i got is this url as bellow url ustaticmediauploadsgallerymarrakech2c20moroccobe3ij2njpg and what to be looked something like this path ustaticmediauploadsgallerymarrakech moroccobe3ij2njpg thx']
Optional or Conditional model associations in Rails,"I have a user model.
Users can have 1 of 3 roles: role1, role2, role3. This is represented by a 'role' column in the user model.
Each role has a unique profile. role1_profile, role2_profile, role3_profile. Each *_profile is a model.
How do I represent this optional association in Rails?
I've tried it two different ways: 
class User < ActiveRecord::Base
    #FIRST WAY
    if current_user.role == 'role1' then has_one :role1_profile end 
    #SECOND WAY
    has_one :role1_profile, :conditions => ['user.role = ?', 'role1']
end

But that doesn't work. What is the right way to do this? 
",<ruby-on-rails><activerecord><associations><belongs-to><has-one>,5,"ruby-on-rails,activerecord,associations,belongs-to,has-one",['optional or conditional model associations in rails'],"['i have a user model', 'users can have 1 of 3 roles role1 role2 role3', 'this is represented by a role column in the user model', 'each role has a unique profile', 'role1profile role2profile role3profile', 'each profile is a model', 'how do i represent this optional association in rails', 'ive tried it two different ways class user activerecordbase first way if currentuserrole role1 then hasone role1profile end second way hasone role1profile conditions userrole ', ' role1 end but that doesnt work', 'what is the right way to do this']"
What's the cmake generator for Visual Studio 2019,"With Visual Studio 2017, I used the generator ""Visual Studio 15 2017 Win64"" for cmake. After updating to Visual Studio 2019, what's the new corresponding generator? 
",<c++><visual-studio><cmake><compilation><updates>,16,"c++,visual-studio,cmake,compilation,updates",['whats the cmake generator for visual studio 2019'],"['with visual studio 2017 i used the generator visual studio 15 2017 win64 for cmake', 'after updating to visual studio 2019 whats the new corresponding generator']"
Using Eureka as a registry using REST APIs,"We have been using Eureka with our Spring Boot applications for few months now. We have enabled service lookup between applications using @DiscoveryClient annotations. The registrations, lease renewals and deregistration works as expected.
Recently, we have encountered a scenario where we have non-Java application component (written in C++), which is exposes 3 REST service endpoints that many of our Spring Boot Java applications would use. We are trying to see if the C++ component can make use of the Eureka server's REST APIs to register itself when it came up, so that the Spring Boot Java applications can perform the usual lookup via Eureka to get in touch with the C++ component.
Since I cannot use the Eureka Client in the C++ components (obviously), I started testing direct REST APIs (as described here) using Postman. The registration worked without any problems by sending a JSON payload using POST method to http://eurekaserver:8761/eureka/apps/FOO-APP (with instanceId = 1111 and hostName = foo-app).  I can query http://eurekaserver:8761/eureka/apps and can see FOO-APP listed there as expected.  
However, when I try the cancel operation using DELETE method to http://eurekaserver:8761/eureka/apps/FOO-APP/1111 or http://eurekaserver:8761/eureka/apps/FOO-APP/foo-app, I get a 404 error.
With instanceId:
{
  ""timestamp"": 1447479397996,
  ""status"": 404,
  ""error"": ""Not Found"",
  ""message"": ""Not Found"",
  ""path"": ""/eureka/apps/FOO-APP/1111""
}

OR (same outcome for hostName):
{
  ""timestamp"": 1447479397996,
  ""status"": 404,
  ""error"": ""Not Found"",
  ""message"": ""Not Found"",
  ""path"": ""/eureka/apps/FOO-APP/foo-app""
}

I tried different combinations, but I am not able to make this work. I have a feeling I am missing something obvious - may be something small. Any help on this would be appreciated.
PS: Eureka REST endpoint documentation mentions ""v2"" in the URL. However, that does not work in my case. Registration (which works for me) does not use ""v2"" as described above. If someone could validate this, that would be helpful as well.  There just doesn't seem to be enough material on this.
",<java><spring><rest><spring-cloud><netflix-eureka>,9,"java,spring,rest,spring-cloud,netflix-eureka",['using eureka as a registry using rest apis'],"['we have been using eureka with our spring boot applications for few months now', 'we have enabled service lookup between applications using discoveryclient annotations', 'the registrations lease renewals and deregistration works as expected', 'recently we have encountered a scenario where we have nonjava application component written in c which is exposes 3 rest service endpoints that many of our spring boot java applications would use', 'we are trying to see if the c component can make use of the eureka servers rest apis to register itself when it came up so that the spring boot java applications can perform the usual lookup via eureka to get in touch with the c component', 'since i cannot use the eureka client in the c components obviously i started testing direct rest apis as described here using postman', 'the registration worked without any problems by sending a json payload using post method to with instanceid 1111 and hostname fooapp', 'i can query and can see fooapp listed there as expected', 'however when i try the cancel operation using delete method to or i get a 404 error', 'with instanceid timestamp 1447479397996 status 404 error not found message not found path eurekaappsfooapp1111 or same outcome for hostname timestamp 1447479397996 status 404 error not found message not found path eurekaappsfooappfooapp i tried different combinations but i am not able to make this work', 'i have a feeling i am missing something obvious may be something small', 'any help on this would be appreciated', 'ps eureka rest endpoint documentation mentions v2 in the url', 'however that does not work in my case', 'registration which works for me does not use v2 as described above', 'if someone could validate this that would be helpful as well', 'there just doesnt seem to be enough material on this']"
Can I modify the dynamic linker and use without recompiling the glibc?,"I am trying to modify the dynamic linker provided in the libc6(2.15-0ubuntu20.2) on a 64 bit Ubuntu machine.
So currently my code is using the same version of the glibc library. (I have downloaded the source code for the same and working on it). My question is that is it possible to modify and build only the linker source code which is present in glibc\elf\ directory without building the entire glibc library.
And if it is possible how can I make my test program to switch using the new version of dynamic linker that I have build myself instead of using the default unmodified linker.
Any pointers or suggestions are highly appreciated.
(If any more information is needed please let me know)
EDIT::
@constantius
I followed the steps in the post linked by you to build ld.so.
But I am getting following error on the make and I checked ld.so is not there in the elf.
The error is::
/var/services/homes/abhi/test/ld/eglibc-build/elf/librtld.os: In function `generic_getcwd':
/var/services/homes/abhi/test/ld/eglibc-2.15/elf/../sysdeps/posix/getcwd.c:356: undefined reference to `__closedir'
/var/services/homes/abhi/test/ld/eglibc-2.15/elf/../sysdeps/posix/getcwd.c:368: undefined reference to `__fdopendir'
/var/services/homes/abhi/test/ld/eglibc-2.15/elf/../sysdeps/posix/getcwd.c:384: undefined reference to `__readdir'
/var/services/homes/abhi/test/ld/eglibc-2.15/elf/../sysdeps/posix/getcwd.c:397: undefined reference to `rewinddir'
/var/services/homes/abhi/test/ld/eglibc-2.15/elf/../sysdeps/posix/getcwd.c:528: undefined reference to `__closedir'
/var/services/homes/abhi/test/ld/eglibc-2.15/elf/../sysdeps/posix/getcwd.c:490: undefined reference to `__closedir'
collect2: error: ld returned 1 exit status
make[2]: *** [/var/services/homes/abhi/test/ld/eglibc-build/elf/ld.so] Error 1
make[2]: Leaving directory `/var/services/homes/abhi/test/ld/eglibc-2.15/elf'
make[1]: *** [elf/subdir_lib] Error 2
make[1]: Leaving directory `/var/services/homes/abhi/test/ld/eglibc-2.15'
make: *** [all] Error 2

NOTE With the same infrastructure I can build and install the full GLIBC so I dont think there is an error with the infrastructure.
-- I guess the error is some where related to editing Makeconfig to all-subdirs = csu elf gmon io misc posix setjmp signal stdlib string time. 
--Any suggestions on this..
SOLVED
Need to add dirent in the all-subdirs list in addition to what we edited before
Thanks
",<c><linux><compiler-construction><linker><glibc>,5,"c,linux,compiler-construction,linker,glibc",['can i modify the dynamic linker and use without recompiling the glibc'],"['i am trying to modify the dynamic linker provided in the libc62150ubuntu202 on a 64 bit ubuntu machine', 'so currently my code is using the same version of the glibc library', 'i have downloaded the source code for the same and working on it', 'my question is that is it possible to modify and build only the linker source code which is present in glibcelf directory without building the entire glibc library', 'and if it is possible how can i make my test program to switch using the new version of dynamic linker that i have build myself instead of using the default unmodified linker', 'any pointers or suggestions are highly appreciated', 'if any more information is needed please let me know edit constantius i followed the steps in the post linked by you to build ldso', 'but i am getting following error on the make and i checked ldso is not there in the elf', 'the error is varserviceshomesabhitestldeglibcbuildelflibrtldos in function genericgetcwd varserviceshomesabhitestldeglibc215elfsysdepsposixgetcwdc356 undefined reference to closedir varserviceshomesabhitestldeglibc215elfsysdepsposixgetcwdc368 undefined reference to fdopendir varserviceshomesabhitestldeglibc215elfsysdepsposixgetcwdc384 undefined reference to readdir varserviceshomesabhitestldeglibc215elfsysdepsposixgetcwdc397 undefined reference to rewinddir varserviceshomesabhitestldeglibc215elfsysdepsposixgetcwdc528 undefined reference to closedir varserviceshomesabhitestldeglibc215elfsysdepsposixgetcwdc490 undefined reference to closedir collect2 error ld returned 1 exit status make2 varserviceshomesabhitestldeglibcbuildelfldso error 1 make2 leaving directory varserviceshomesabhitestldeglibc215elf make1 elfsubdirlib error 2 make1 leaving directory varserviceshomesabhitestldeglibc215 make all error 2 note with the same infrastructure i can build and install the full glibc so i dont think there is an error with the infrastructure', ' i guess the error is some where related to editing makeconfig to allsubdirs csu elf gmon io misc posix setjmp signal stdlib string time', 'any suggestions on this solved need to add dirent in the allsubdirs list in addition to what we edited before thanks']"
iPhone - get number of days between two dates,"I'm writing a GTD app for the iPhone. For the due tasks, I want to display something like ""Due tomorrow"" or ""Due yesterday"" or ""Due July 18th"". Obviously, I need to display ""Tomorrow"" even if the task is less than 24 hours away (e.g. the user checks at 11pm on Saturday and sees there's a task on Sunday at 8am). So, I wrote a method to get the number of days in between two dates. Here's the code...
NSDateFormatter *dateFormatter = [[NSDateFormatter alloc] init];
[dateFormatter setDateFormat:@""yyyy-MM-dd-HH-mm""];

NSDate *nowDate = [dateFormatter dateFromString:@""2010-01-01-15-00""];
NSDate *dueDate = [dateFormatter dateFromString:@""2010-01-02-14-00""];

NSLog(@""NSDate *nowDate = %@"", nowDate);
NSLog(@""NSDate *dueDate = %@"", dueDate);

NSCalendar *calendar = [NSCalendar currentCalendar];

NSDateComponents *differenceComponents = [calendar components:(NSDayCalendarUnit)
                                                     fromDate:nowDate
                                                       toDate:dueDate
                                                      options:0];

NSLog(@""Days between dates: %d"", [differenceComponents day]);

... and here's the output:
NSDate *nowDate = 2010-01-01 15:00:00 -0700
NSDate *dueDate = 2010-01-02 14:00:00 -0700
Days between dates: 0

As you can see, the method returns incorrect results. It should have returned 1 as the number of days between the two days. What am I doing wrong here?
EDIT: I wrote another method. I haven't done extensive unit tests, but so far it seems to work:
+ (NSInteger)daysFromDate:(NSDate *)fromDate inTimeZone:(NSTimeZone *)fromTimeZone untilDate:(NSDate *)toDate inTimeZone:(NSTimeZone *)toTimeZone {

    NSCalendar *calendar = [NSCalendar currentCalendar];
    unsigned unitFlags = NSYearCalendarUnit | NSMonthCalendarUnit | NSDayCalendarUnit | NSHourCalendarUnit | NSMinuteCalendarUnit | NSSecondCalendarUnit;

    [calendar setTimeZone:fromTimeZone];
    NSDateComponents *fromDateComponents = [calendar components:unitFlags fromDate:fromDate];

    [calendar setTimeZone:toTimeZone];
    NSDateComponents *toDateComponents = [calendar components:unitFlags fromDate:toDate];

    [calendar setTimeZone:[NSTimeZone defaultTimeZone]];
    NSDate *adjustedFromDate = [calendar dateFromComponents:fromDateComponents];
    NSDate *adjustedToDate = [calendar dateFromComponents:toDateComponents];

    NSTimeInterval timeIntervalBetweenDates = [adjustedToDate timeIntervalSinceDate:adjustedFromDate];
    NSInteger daysBetweenDates = (NSInteger)(timeIntervalBetweenDates / (60.0 * 60.0 * 24.0));

    NSDateComponents *midnightBeforeFromDateComponents = [[NSDateComponents alloc] init];
    [midnightBeforeFromDateComponents setYear:[fromDateComponents year]];
    [midnightBeforeFromDateComponents setMonth:[fromDateComponents month]];
    [midnightBeforeFromDateComponents setDay:[fromDateComponents day]];

    NSDate *midnightBeforeFromDate = [calendar dateFromComponents:midnightBeforeFromDateComponents];
    [midnightBeforeFromDateComponents release];

    NSDate *midnightAfterFromDate = [[NSDate alloc] initWithTimeInterval:(60.0 * 60.0 * 24.0)
                                                               sinceDate:midnightBeforeFromDate];

    NSTimeInterval timeIntervalBetweenToDateAndMidnightBeforeFromDate = [adjustedToDate timeIntervalSinceDate:midnightBeforeFromDate];
    NSTimeInterval timeIntervalBetweenToDateAndMidnightAfterFromDate = [adjustedToDate timeIntervalSinceDate:midnightAfterFromDate];

    if (timeIntervalBetweenToDateAndMidnightBeforeFromDate < 0.0) {

        // toDate is before the midnight before fromDate

        timeIntervalBetweenToDateAndMidnightBeforeFromDate -= daysBetweenDates * 60.0 * 60.0 * 24.0;

        if (timeIntervalBetweenToDateAndMidnightBeforeFromDate < 0.0)
            daysBetweenDates -= 1;
    }
    else if (timeIntervalBetweenToDateAndMidnightAfterFromDate >= 0.0) {

        // toDate is after the midnight after fromDate

        timeIntervalBetweenToDateAndMidnightAfterFromDate -= daysBetweenDates * 60.0 * 60.0 * 24.0;

        if (timeIntervalBetweenToDateAndMidnightAfterFromDate >= 0.0)
            daysBetweenDates += 1;
    }

    [midnightAfterFromDate release];

    return daysBetweenDates;
}

",<iphone><cocoa><cocoa-touch><nsdate><nsdatecomponents>,5,"iphone,cocoa,cocoa-touch,nsdate,nsdatecomponents",['iphone get number of days between two dates'],"['im writing a gtd app for the iphone', 'for the due tasks i want to display something like due tomorrow or due yesterday or due july 18th', 'obviously i need to display tomorrow even if the task is less than 24 hours away eg', 'the user checks at 11pm on saturday and sees theres a task on sunday at 8am', 'so i wrote a method to get the number of days in between two dates', 'heres the code nsdateformatter dateformatter nsdateformatter alloc init dateformatter setdateformatyyyymmddhhmm nsdate nowdate dateformatter datefromstring201001011500 nsdate duedate dateformatter datefromstring201001021400 nslognsdate nowdate nowdate nslognsdate duedate duedate nscalendar calendar nscalendar currentcalendar nsdatecomponents differencecomponents calendar componentsnsdaycalendarunit fromdatenowdate todateduedate options0 nslogdays between dates d differencecomponents day and heres the output nsdate nowdate 20100101 150000 0700 nsdate duedate 20100102 140000 0700 days between dates 0 as you can see the method returns incorrect results', 'it should have returned 1 as the number of days between the two days', 'what am i doing wrong here', 'edit i wrote another method', 'i havent done extensive unit tests but so far it seems to work nsintegerdaysfromdatensdate fromdate intimezonenstimezone fromtimezone untildatensdate todate intimezonenstimezone totimezone nscalendar calendar nscalendar currentcalendar unsigned unitflags nsyearcalendarunit nsmonthcalendarunit nsdaycalendarunit nshourcalendarunit nsminutecalendarunit nssecondcalendarunit calendar settimezonefromtimezone nsdatecomponents fromdatecomponents calendar componentsunitflags fromdatefromdate calendar settimezonetotimezone nsdatecomponents todatecomponents calendar componentsunitflags fromdatetodate calendar settimezonenstimezone defaulttimezone nsdate adjustedfromdate calendar datefromcomponentsfromdatecomponents nsdate adjustedtodate calendar datefromcomponentstodatecomponents nstimeinterval timeintervalbetweendates adjustedtodate timeintervalsincedateadjustedfromdate nsinteger daysbetweendates nsintegertimeintervalbetweendates 600 600 240 nsdatecomponents midnightbeforefromdatecomponents nsdatecomponents alloc init midnightbeforefromdatecomponents setyearfromdatecomponents year midnightbeforefromdatecomponents setmonthfromdatecomponents month midnightbeforefromdatecomponents setdayfromdatecomponents day nsdate midnightbeforefromdate calendar datefromcomponentsmidnightbeforefromdatecomponents midnightbeforefromdatecomponents release nsdate midnightafterfromdate nsdate alloc initwithtimeinterval600 600 240 sincedatemidnightbeforefromdate nstimeinterval timeintervalbetweentodateandmidnightbeforefromdate adjustedtodate timeintervalsincedatemidnightbeforefromdate nstimeinterval timeintervalbetweentodateandmidnightafterfromdate adjustedtodate timeintervalsincedatemidnightafterfromdate if timeintervalbetweentodateandmidnightbeforefromdate 00 todate is before the midnight before fromdate timeintervalbetweentodateandmidnightbeforefromdate daysbetweendates 600 600 240 if timeintervalbetweentodateandmidnightbeforefromdate 00 daysbetweendates 1 else if timeintervalbetweentodateandmidnightafterfromdate 00 todate is after the midnight after fromdate timeintervalbetweentodateandmidnightafterfromdate daysbetweendates 600 600 240 if timeintervalbetweentodateandmidnightafterfromdate 00 daysbetweendates 1 midnightafterfromdate release return daysbetweendates ']"
No valid crumb was included in the request - Jenkins on Windows,"I installed Jenkins 2.46.2 on Windows Server 2012 and integrated it with GitBucket.
I am trying the trigger the build when a change is pushed to GitBucket.
I tried to add a webhook but I get this error:


  Error 403 No valid crumb was included in the request
   HTTP ERROR 403 Problem accessing
  /jenkins/gitbucket-webhook/. Reason:  No valid crumb was included
in the requestPowered by
  Jetty:// 

",<windows><jenkins><http-status-code-403><git-push><gitbucket>,11,"windows,jenkins,http-status-code-403,git-push,gitbucket",['no valid crumb was included in the request jenkins on windows'],"['i installed jenkins 2462 on windows server 2012 and integrated it with gitbucket', 'i am trying the trigger the build when a change is pushed to gitbucket', 'i tried to add a webhook but i get this error error 403 no valid crumb was included in the request http error 403 problem accessing jenkinsgitbucketwebhook', 'reason no valid crumb was included in the requestpowered by jetty']"
.NET: Do I need to keep a reference to WebClient while downloading asynchronously?,"I use the following method in a piece of production code:
private void DownloadData(Uri uri)
{
    WebClient webClient = new WebClient();
    DownloadDataCompletedEventHandler eh = null;
    eh = delegate(object sender, DownloadDataCompletedEventArgs e)
        {
            webClient.DownloadDataCompleted -= eh;
            ((IDisposable) webClient).Dispose();
            OnDataDownloaded();
        };
    webClient.DownloadDataCompleted += eh;
    webClient.DownloadDataAsync(uri);
}

I am now worried that a hard to reproduce bug might be caused by the WebClient instance being garbage collected before the DownloadDataCompleted event is called: after exiting my DownloadData() method, there are no obvious references to the WebClient object, so that could plausibly happen.
So my question is: can this realistically happen? I can not reproduce the problem, so there might be some internal things happening that prevents the WebClient object from being garbage collected (e.g. the object might register itself with a global object somewhere while waiting for the response).
The code is running on .NET 2.0 if that makes any difference.
",<c#><.net><asynchronous><garbage-collection><webclient>,13,"c#,.net,asynchronous,garbage-collection,webclient",['net do i need to keep a reference to webclient while downloading asynchronously'],"['i use the following method in a piece of production code private void downloaddatauri uri webclient webclient new webclient downloaddatacompletedeventhandler eh null eh delegateobject sender downloaddatacompletedeventargs e webclientdownloaddatacompleted eh idisposable webclientdispose ondatadownloaded webclientdownloaddatacompleted eh webclientdownloaddataasyncuri i am now worried that a hard to reproduce bug might be caused by the webclient instance being garbage collected before the downloaddatacompleted event is called after exiting my downloaddata method there are no obvious references to the webclient object so that could plausibly happen', 'so my question is can this realistically happen', 'i can not reproduce the problem so there might be some internal things happening that prevents the webclient object from being garbage collected eg', 'the object might register itself with a global object somewhere while waiting for the response', 'the code is running on net 20 if that makes any difference']"
Run PHP code after button click but without refreshing page,"I have a form in HTML to apply a Discount Coupon to a current shopping cart.
I would like the user to just click on APPLY (after entering the coupon code) and then without refreshing the page, to have some PHP code run so it computes the corresponding discount.
Here is my form:
<form action="""">
   <input type=""text"" name=""couponCode"">
   <input type=""submit"" value=""Apply"">
</form>

PHP to be run:
if (isset($_REQUEST['couponCode']) && $_REQUEST['couponCode']!='') 
{
 $couponCode = $_REQUEST['couponCode'];
    if ($couponCode == ""TEST1"") 
    {
    $discount=0.2;
    }
}

How would this be done using javascript?
",<php><jquery><forms><button><coupon>,5,"php,jquery,forms,button,coupon",['run php code after button click but without refreshing page'],"['i have a form in html to apply a discount coupon to a current shopping cart', 'i would like the user to just click on apply after entering the coupon code and then without refreshing the page to have some php code run so it computes the corresponding discount', 'here is my form form action input typetext namecouponcode input typesubmit valueapply form php to be run if issetrequestcouponcode requestcouponcode couponcode requestcouponcode if couponcode test1 discount02 how would this be done using javascript']"
"SBT build, run main class from subproject on Compile and run","I have a simple build tool Multi-Project problem...
I have the following directory structure represents my java sbt projects:
/project1
/project2
/project3

So all projects share a common direct parent folder.
Projects 2 and 3 are referenced in project 1's build.sbt like this:
.dependsOn(project2, project3)
.aggregate(project2, project3)

lazy val project2 = ProjectRef(file(""../project2""), ""project2"")

lazy val project3 = ProjectRef(file(""../project3""), ""project3"")

This way there's a dependency between project1 and the others.
All is fine to this point and everything works as it should.
But now I want to execute the main method from project2 before anything else is executed.
When I execute the ""run"" task from the parent (project1), I want a specific class from project2 to have its main method executed. How do I do this? 
The sbt documentation explains that ""Aggregation means that running a task on the aggregate project will also run it on the aggregated projects."":
http://www.scala-sbt.org/0.13.5/docs/Getting-Started/Multi-Project.html#aggregation 
I'm not seeing my main class on projet2 been executed. I also added this to project2's build.sbt:
mainClass in (Compile, run) := Some(""Main"")

The goal of the projet is to generate code at Compiletime and runtime. Project2's job is to generate Java and Javascript code. The could should be generated before the other projects are built. 
Is that possible? If not, I'll have to settle for running project2 independently from the other projects.
=]
",<java><scala><sbt><multi-project><subproject>,10,"java,scala,sbt,multi-project,subproject",['sbt build run main class from subproject on compile and run'],"['i have a simple build tool multiproject problem i have the following directory structure represents my java sbt projects project1 project2 project3 so all projects share a common direct parent folder', 'projects 2 and 3 are referenced in project 1s buildsbt like this dependsonproject2 project3 aggregateproject2 project3 lazy val project2 projectreffileproject2 project2 lazy val project3 projectreffileproject3 project3 this way theres a dependency between project1 and the others', 'all is fine to this point and everything works as it should', 'but now i want to execute the main method from project2 before anything else is executed', 'when i execute the run task from the parent project1 i want a specific class from project2 to have its main method executed', 'how do i do this', 'the sbt documentation explains that aggregation means that running a task on the aggregate project will also run it on the aggregated projects', ' im not seeing my main class on projet2 been executed', 'i also added this to project2s buildsbt mainclass in compile run somemain the goal of the projet is to generate code at compiletime and runtime', 'project2s job is to generate java and javascript code', 'the could should be generated before the other projects are built', 'is that possible', 'if not ill have to settle for running project2 independently from the other projects', '']"
UITextView's inputView on iOS 7,"I'm trying to create a custom keyboard for a UITextField, the background of this inputView should be transparent, I have set the background color in the view's xib file to ""clear color"". It is working great on iOS 6 and earlier.. but on iOS 7 it not working
Any idea how can I make it work? I want it to be fully transparent
",<iphone><ios><uitextfield><custom-controls><ios7>,6,"iphone,ios,uitextfield,custom-controls,ios7",['uitextviews inputview on ios 7'],"['im trying to create a custom keyboard for a uitextfield the background of this inputview should be transparent i have set the background color in the views xib file to clear color', 'it is working great on ios 6 and earlier but on ios 7 it not working any idea how can i make it work', 'i want it to be fully transparent']"
Host IDeskBand in a Windows Form,"I'm trying to display the Address toolbar from the Windows Taskbar in my own WinForm.  I can get the CLSID of the Address toobar ({01E04581-4EEE-11d0-BFE9-00AA005B4383}), and I can get an IDeskBand reference to it.  But... then what?
Guid bandCLSID = new Guid(""{01E04581-4EEE-11d0-BFE9-00AA005B4383}"");
Type bandType = Type.GetTypeFromCLSID(bandCLSID);
IDeskBand deskband = (IDeskBand)Activator.CreateInstance(bandType);

I've tried hosting it in an AxHost, but the Address toolbar is not an ActiveX control.  I've tried calling
(deskband as IOleObjectWithSite).SetSite(various interfaces);

or
(deskband as IDockingWindow).ShowDW(true);

as well as various other interfaces and their methods, but nothing I do seems to get me anywhere.  I'd be overjoyed if I could actually see that toolbar appear anywhere.  But I can't seem to bridge the gap between having the IDeskBand reference and plugging it into my Windows Form.
Has anybody attempted this before, and gotten further than I have?
",<c#><.net><winforms><interop><winforms-interop>,12,"c#,.net,winforms,interop,winforms-interop",['host ideskband in a windows form'],"['im trying to display the address toolbar from the windows taskbar in my own winform', 'i can get the clsid of the address toobar 01e045814eee11d0bfe900aa005b4383 and i can get an ideskband reference to it', 'but then what', 'guid bandclsid new guid01e045814eee11d0bfe900aa005b4383 type bandtype typegettypefromclsidbandclsid ideskband deskband ideskbandactivatorcreateinstancebandtype ive tried hosting it in an axhost but the address toolbar is not an activex control', 'ive tried calling deskband as ioleobjectwithsitesetsitevarious interfaces or deskband as idockingwindowshowdwtrue as well as various other interfaces and their methods but nothing i do seems to get me anywhere', 'id be overjoyed if i could actually see that toolbar appear anywhere', 'but i cant seem to bridge the gap between having the ideskband reference and plugging it into my windows form', 'has anybody attempted this before and gotten further than i have']"
